Heavy particle collisions / Elastic Scattering / H, H2
Differential cross sections
 
Validity limits and fit function with fit parameters


ID	Process	Reaction	Validity limits in sr	Energy origin	Limits in authors' unit	Fit function
1	EL	H, H2 (E= .100 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
2	EL	H, H2 (E= 1.00 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
3	EL	H, H2 (E= 1.25 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
4	EL	H, H2 (E= 1.58 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
5	EL	H, H2 (E= 1.99 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
6	EL	H, H2 (E= 2.51 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
7	EL	H, H2 (E= 3.16 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
8	EL	H, H2 (E= 3.98 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
9	EL	H, H2 (E= 5.01 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
10	EL	H, H2 (E= 6.30 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
11	EL	H, H2 (E= 7.94 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
12	EL	H, H2 (E= .125 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
13	EL	H, H2 (E= 10.0 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
14	EL	H, H2 (E= 19.9 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
15	EL	H, H2 (E= 50.1 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
16	EL	H, H2 (E= .158 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
17	EL	H, H2 (E= 100. eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
18	EL	H, H2 (E= .199 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
19	EL	H, H2 (E= .251 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
20	EL	H, H2 (E= .316 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
21	EL	H, H2 (E= .398 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
22	EL	H, H2 (E= .501 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
23	EL	H, H2 (E= .631 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
24	EL	H, H2 (E= .794 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
Units conversion	Graphic layouts	Output options
x	Energy origin	y

sr

Projectile

cm2
cm2
vs
sr	PNG file
PDF file
GZipped PostScript file
XML
Numerical data
   1   	H, H2 (E= .100 eV CM Energy) --> H, H2

P.S. Krstic, D.R. Schultz
IAEA-APID-8 (1998)
User Units	Authors' Units
Angle in sr (CenterOfMass)	Cross section in cm2	Differential cross sections cm2 vs rd (CenterOfMass)
2.4826E+00	1.0015E-16	2.4826E+00	3.5764E+00
2.4878E+00	9.9421E-17	2.4878E+00	3.5504E+00
2.4931E+00	9.8670E-17	2.4931E+00	3.5236E+00
2.4982E+00	9.7905E-17	2.4982E+00	3.4963E+00
2.5034E+00	9.7135E-17	2.5034E+00	3.4688E+00
2.5086E+00	9.6365E-17	2.5086E+00	3.4412E+00
2.5137E+00	9.5597E-17	2.5137E+00	3.4138E+00
2.5188E+00	9.4829E-17	2.5188E+00	3.3864E+00
2.5240E+00	9.4055E-17	2.5240E+00	3.3588E+00
2.5290E+00	9.3267E-17	2.5290E+00	3.3306E+00
2.5341E+00	9.2456E-17	2.5341E+00	3.3017E+00
2.5392E+00	9.1614E-17	2.5392E+00	3.2716E+00
2.5442E+00	9.0734E-17	2.5442E+00	3.2402E+00
2.5493E+00	8.9816E-17	2.5493E+00	3.2074E+00
2.5543E+00	8.8860E-17	2.5543E+00	3.1732E+00
2.5593E+00	8.7874E-17	2.5593E+00	3.1380E+00
2.5643E+00	8.6867E-17	2.5643E+00	3.1021E+00
2.5692E+00	8.5849E-17	2.5692E+00	3.0657E+00
2.5742E+00	8.4830E-17	2.5742E+00	3.0293E+00
2.5791E+00	8.3819E-17	2.5791E+00	2.9932E+00
2.5840E+00	8.2823E-17	2.5840E+00	2.9577E+00
2.5889E+00	8.1846E-17	2.5889E+00	2.9228E+00
2.5938E+00	8.0889E-17	2.5938E+00	2.8886E+00
2.5987E+00	7.9949E-17	2.5987E+00	2.8550E+00
2.6035E+00	7.9023E-17	2.6035E+00	2.8220E+00
2.6083E+00	7.8108E-17	2.6083E+00	2.7893E+00
2.6132E+00	7.7200E-17	2.6132E+00	2.7569E+00
2.6180E+00	7.6295E-17	2.6180E+00	2.7246E+00
2.6227E+00	7.5395E-17	2.6227E+00	2.6924E+00
2.6275E+00	7.4498E-17	2.6275E+00	2.6604E+00
2.6322E+00	7.3609E-17	2.6322E+00	2.6286E+00
2.6370E+00	7.2731E-17	2.6370E+00	2.5973E+00
2.6417E+00	7.1868E-17	2.6417E+00	2.5665E+00
2.6464E+00	7.1025E-17	2.6464E+00	2.5364E+00
2.6510E+00	7.0205E-17	2.6510E+00	2.5071E+00
2.6557E+00	6.9408E-17	2.6557E+00	2.4786E+00
2.6603E+00	6.8636E-17	2.6603E+00	2.4510E+00
2.6649E+00	6.7885E-17	2.6649E+00	2.4242E+00
2.6695E+00	6.7155E-17	2.6695E+00	2.3982E+00
2.6741E+00	6.6441E-17	2.6741E+00	2.3727E+00
2.6787E+00	6.5739E-17	2.6787E+00	2.3476E+00
2.6832E+00	6.5046E-17	2.6832E+00	2.3228E+00
2.6877E+00	6.4358E-17	2.6877E+00	2.2982E+00
2.6923E+00	6.3672E-17	2.6923E+00	2.2738E+00
2.6967E+00	6.2989E-17	2.6967E+00	2.2494E+00
2.7012E+00	6.2308E-17	2.7012E+00	2.2250E+00
2.7056E+00	6.1629E-17	2.7056E+00	2.2008E+00
2.7101E+00	6.0955E-17	2.7101E+00	2.1767E+00
2.7145E+00	6.0286E-17	2.7145E+00	2.1529E+00
2.7189E+00	5.9625E-17	2.7189E+00	2.1293E+00
2.7233E+00	5.8973E-17	2.7233E+00	2.1060E+00
2.7276E+00	5.8330E-17	2.7276E+00	2.0830E+00
2.7319E+00	5.7697E-17	2.7319E+00	2.0604E+00
2.7363E+00	5.7075E-17	2.7363E+00	2.0382E+00
2.7406E+00	5.6461E-17	2.7406E+00	2.0163E+00
2.7448E+00	5.5857E-17	2.7448E+00	1.9947E+00
2.7491E+00	5.5261E-17	2.7491E+00	1.9734E+00
2.7533E+00	5.4674E-17	2.7533E+00	1.9524E+00
2.7575E+00	5.4095E-17	2.7575E+00	1.9318E+00
2.7617E+00	5.3524E-17	2.7617E+00	1.9114E+00
2.7659E+00	5.2962E-17	2.7659E+00	1.8913E+00
2.7701E+00	5.2409E-17	2.7701E+00	1.8716E+00
2.7742E+00	5.1867E-17	2.7742E+00	1.8522E+00
2.7783E+00	5.1335E-17	2.7783E+00	1.8332E+00
2.7824E+00	5.0815E-17	2.7824E+00	1.8146E+00
2.7865E+00	5.0306E-17	2.7865E+00	1.7965E+00
2.7906E+00	4.9808E-17	2.7906E+00	1.7787E+00
2.7946E+00	4.9321E-17	2.7946E+00	1.7613E+00
2.7986E+00	4.8843E-17	2.7986E+00	1.7442E+00
2.8026E+00	4.8375E-17	2.8026E+00	1.7275E+00
2.8066E+00	4.7914E-17	2.8066E+00	1.7110E+00
2.8105E+00	4.7460E-17	2.8105E+00	1.6948E+00
2.8145E+00	4.7012E-17	2.8145E+00	1.6788E+00
2.8184E+00	4.6569E-17	2.8184E+00	1.6630E+00
2.8223E+00	4.6132E-17	2.8223E+00	1.6474E+00
2.8261E+00	4.5699E-17	2.8261E+00	1.6319E+00
2.8300E+00	4.5270E-17	2.8300E+00	1.6166E+00
2.8338E+00	4.4845E-17	2.8338E+00	1.6015E+00
2.8376E+00	4.4424E-17	2.8376E+00	1.5864E+00
2.8414E+00	4.4006E-17	2.8414E+00	1.5715E+00
2.8452E+00	4.3590E-17	2.8452E+00	1.5566E+00
2.8489E+00	4.3175E-17	2.8489E+00	1.5418E+00
2.8526E+00	4.2760E-17	2.8526E+00	1.5270E+00
2.8563E+00	4.2344E-17	2.8563E+00	1.5121E+00
2.8600E+00	4.1925E-17	2.8600E+00	1.4972E+00
2.8637E+00	4.1501E-17	2.8637E+00	1.4820E+00
2.8673E+00	4.1070E-17	2.8673E+00	1.4667E+00
2.8709E+00	4.0632E-17	2.8709E+00	1.4510E+00
2.8745E+00	4.0186E-17	2.8745E+00	1.4351E+00
2.8781E+00	3.9729E-17	2.8781E+00	1.4188E+00
2.8816E+00	3.9263E-17	2.8816E+00	1.4021E+00
2.8852E+00	3.8787E-17	2.8852E+00	1.3851E+00
2.8887E+00	3.8301E-17	2.8887E+00	1.3678E+00
2.8922E+00	3.7807E-17	2.8922E+00	1.3501E+00
2.8956E+00	3.7305E-17	2.8956E+00	1.3322E+00
2.8991E+00	3.6796E-17	2.8991E+00	1.3140E+00
2.9025E+00	3.6282E-17	2.9025E+00	1.2956E+00
2.9059E+00	3.5764E-17	2.9059E+00	1.2771E+00
2.9092E+00	3.5242E-17	2.9092E+00	1.2585E+00
2.9126E+00	3.4718E-17	2.9126E+00	1.2398E+00
2.9159E+00	3.4193E-17	2.9159E+00	1.2211E+00
2.9192E+00	3.3667E-17	2.9192E+00	1.2023E+00
2.9225E+00	3.3140E-17	2.9225E+00	1.1834E+00
2.9258E+00	3.2612E-17	2.9258E+00	1.1646E+00
2.9290E+00	3.2084E-17	2.9290E+00	1.1458E+00
2.9322E+00	3.1556E-17	2.9322E+00	1.1269E+00
2.9354E+00	3.1027E-17	2.9354E+00	1.1080E+00
2.9386E+00	3.0498E-17	2.9386E+00	1.0891E+00
2.9417E+00	2.9968E-17	2.9417E+00	1.0702E+00
2.9448E+00	2.9438E-17	2.9448E+00	1.0513E+00
2.9479E+00	2.8908E-17	2.9479E+00	1.0323E+00
2.9510E+00	2.8379E-17	2.9510E+00	1.0134E+00
2.9541E+00	2.7852E-17	2.9541E+00	9.9460E-01
2.9571E+00	2.7327E-17	2.9571E+00	9.7585E-01
2.9601E+00	2.6805E-17	2.9601E+00	9.5723E-01
2.9631E+00	2.6288E-17	2.9631E+00	9.3877E-01
2.9661E+00	2.5777E-17	2.9661E+00	9.2052E-01
2.9690E+00	2.5273E-17	2.9690E+00	9.0250E-01
2.9719E+00	2.4776E-17	2.9719E+00	8.8476E-01
2.9748E+00	2.4287E-17	2.9748E+00	8.6732E-01
2.9777E+00	2.3808E-17	2.9777E+00	8.5022E-01
2.9805E+00	2.3339E-17	2.9805E+00	8.3346E-01
2.9833E+00	2.2880E-17	2.9833E+00	8.1706E-01
2.9861E+00	2.2431E-17	2.9861E+00	8.0103E-01
2.9889E+00	2.1993E-17	2.9889E+00	7.8538E-01
2.9917E+00	2.1565E-17	2.9917E+00	7.7008E-01
2.9944E+00	2.1146E-17	2.9944E+00	7.5515E-01
2.9971E+00	2.0738E-17	2.9971E+00	7.4055E-01
2.9998E+00	2.0338E-17	2.9998E+00	7.2629E-01
3.0024E+00	1.9947E-17	3.0024E+00	7.1233E-01
3.0051E+00	1.9565E-17	3.0051E+00	6.9866E-01
3.0077E+00	1.9189E-17	3.0077E+00	6.8527E-01
3.0102E+00	1.8821E-17	3.0102E+00	6.7212E-01
3.0128E+00	1.8460E-17	3.0128E+00	6.5921E-01
3.0153E+00	1.8104E-17	3.0153E+00	6.4651E-01
3.0178E+00	1.7754E-17	3.0178E+00	6.3401E-01
3.0203E+00	1.7409E-17	3.0203E+00	6.2170E-01
3.0228E+00	1.7070E-17	3.0228E+00	6.0957E-01
3.0252E+00	1.6735E-17	3.0252E+00	5.9762E-01
3.0276E+00	1.6405E-17	3.0276E+00	5.8583E-01
3.0300E+00	1.6079E-17	3.0300E+00	5.7420E-01
3.0324E+00	1.5758E-17	3.0324E+00	5.6273E-01
3.0347E+00	1.5442E-17	3.0347E+00	5.5143E-01
3.0370E+00	1.5129E-17	3.0370E+00	5.4028E-01
3.0393E+00	1.4821E-17	3.0393E+00	5.2929E-01
3.0416E+00	1.4518E-17	3.0416E+00	5.1845E-01
3.0438E+00	1.4219E-17	3.0438E+00	5.0777E-01
3.0461E+00	1.3924E-17	3.0461E+00	4.9724E-01
3.0483E+00	1.3633E-17	3.0483E+00	4.8686E-01
3.0504E+00	1.3347E-17	3.0504E+00	4.7662E-01
3.0526E+00	1.3064E-17	3.0526E+00	4.6652E-01
3.0547E+00	1.2785E-17	3.0547E+00	4.5656E-01
3.0568E+00	1.2509E-17	3.0568E+00	4.4672E-01
3.0589E+00	1.2237E-17	3.0589E+00	4.3701E-01
3.0609E+00	1.1969E-17	3.0609E+00	4.2741E-01
3.0629E+00	1.1703E-17	3.0629E+00	4.1792E-01
3.0649E+00	1.1440E-17	3.0649E+00	4.0854E-01
3.0669E+00	1.1180E-17	3.0669E+00	3.9925E-01
3.0688E+00	1.0923E-17	3.0688E+00	3.9005E-01
3.0707E+00	1.0667E-17	3.0707E+00	3.8094E-01
3.0726E+00	1.0415E-17	3.0726E+00	3.7191E-01
3.0745E+00	1.0164E-17	3.0745E+00	3.6295E-01
3.0764E+00	9.9150E-18	3.0764E+00	3.5407E-01
3.0782E+00	9.6682E-18	3.0782E+00	3.4526E-01
3.0800E+00	9.4232E-18	3.0800E+00	3.3651E-01
3.0817E+00	9.1801E-18	3.0817E+00	3.2783E-01
3.0835E+00	8.9387E-18	3.0835E+00	3.1920E-01
3.0852E+00	8.6990E-18	3.0852E+00	3.1065E-01
3.0869E+00	8.4611E-18	3.0869E+00	3.0215E-01
3.0886E+00	8.2250E-18	3.0886E+00	2.9372E-01
3.0902E+00	7.9907E-18	3.0902E+00	2.8535E-01
3.0918E+00	7.7583E-18	3.0918E+00	2.7705E-01
3.0934E+00	7.5279E-18	3.0934E+00	2.6883E-01
3.0950E+00	7.2995E-18	3.0950E+00	2.6067E-01
3.0965E+00	7.0732E-18	3.0965E+00	2.5259E-01
3.0980E+00	6.8492E-18	3.0980E+00	2.4459E-01
3.0995E+00	6.6275E-18	3.0995E+00	2.3667E-01
3.1010E+00	6.4083E-18	3.1010E+00	2.2885E-01
3.1024E+00	6.1916E-18	3.1024E+00	2.2111E-01
3.1038E+00	5.9777E-18	3.1038E+00	2.1347E-01
3.1052E+00	5.7664E-18	3.1052E+00	2.0592E-01
3.1066E+00	5.5581E-18	3.1066E+00	1.9849E-01
3.1079E+00	5.3528E-18	3.1079E+00	1.9115E-01
3.1092E+00	5.1506E-18	3.1092E+00	1.8393E-01
3.1105E+00	4.9516E-18	3.1105E+00	1.7683E-01
3.1118E+00	4.7559E-18	3.1118E+00	1.6984E-01
3.1130E+00	4.5635E-18	3.1130E+00	1.6297E-01
3.1142E+00	4.3747E-18	3.1142E+00	1.5622E-01
3.1154E+00	4.1893E-18	3.1154E+00	1.4960E-01
3.1165E+00	4.0075E-18	3.1165E+00	1.4311E-01
3.1177E+00	3.8294E-18	3.1177E+00	1.3675E-01
3.1188E+00	3.6549E-18	3.1188E+00	1.3052E-01
3.1199E+00	3.4843E-18	3.1199E+00	1.2443E-01
3.1209E+00	3.3174E-18	3.1209E+00	1.1847E-01
3.1219E+00	3.1544E-18	3.1219E+00	1.1265E-01
3.1229E+00	2.9953E-18	3.1229E+00	1.0696E-01
3.1239E+00	2.8401E-18	3.1239E+00	1.0142E-01
3.1248E+00	2.6889E-18	3.1248E+00	9.6021E-02
3.1258E+00	2.5416E-18	3.1258E+00	9.0762E-02
3.1267E+00	2.3984E-18	3.1267E+00	8.5647E-02
3.1275E+00	2.2592E-18	3.1275E+00	8.0676E-02
3.1284E+00	2.1240E-18	3.1284E+00	7.5850E-02
3.1292E+00	1.9929E-18	3.1292E+00	7.1169E-02
3.1300E+00	1.8659E-18	3.1300E+00	6.6634E-02
3.1308E+00	1.7431E-18	3.1308E+00	6.2246E-02
3.1315E+00	1.6243E-18	3.1315E+00	5.8005E-02
3.1322E+00	1.5097E-18	3.1322E+00	5.3911E-02
3.1329E+00	1.3992E-18	3.1329E+00	4.9966E-02
3.1336E+00	1.2929E-18	3.1336E+00	4.6169E-02
3.1342E+00	1.1907E-18	3.1342E+00	4.2521E-02
3.1348E+00	1.0927E-18	3.1348E+00	3.9021E-02
3.1354E+00	9.9890E-19	3.1354E+00	3.5671E-02
3.1359E+00	9.0928E-19	3.1359E+00	3.2471E-02
3.1365E+00	8.2385E-19	3.1365E+00	2.9420E-02
3.1370E+00	7.4261E-19	3.1370E+00	2.6519E-02
3.1375E+00	6.6558E-19	3.1375E+00	2.3768E-02
3.1379E+00	5.9275E-19	3.1379E+00	2.1168E-02
3.1383E+00	5.2413E-19	3.1383E+00	1.8717E-02
3.1387E+00	4.5973E-19	3.1387E+00	1.6417E-02
3.1391E+00	3.9954E-19	3.1391E+00	1.4268E-02
3.1395E+00	3.4356E-19	3.1395E+00	1.2269E-02
3.1398E+00	2.9180E-19	3.1398E+00	1.0421E-02
3.1401E+00	2.4427E-19	3.1401E+00	8.7229E-03
3.1403E+00	2.0095E-19	3.1403E+00	7.1761E-03
3.1406E+00	1.6186E-19	3.1406E+00	5.7802E-03
3.1408E+00	1.2699E-19	3.1408E+00	4.5350E-03
3.1410E+00	9.6350E-20	3.1410E+00	3.4407E-03
3.1412E+00	6.9933E-20	3.1412E+00	2.4973E-03
3.1413E+00	4.7741E-20	3.1413E+00	1.7049E-03
3.1414E+00	2.9776E-20	3.1414E+00	1.0633E-03
3.1415E+00	1.6037E-20	3.1415E+00	5.7271E-04
3.1416E+00	6.5256E-21	3.1416E+00	2.3303E-04
3.1416E+00	1.2385E-21	3.1416E+00	4.4228E-05

   24   	H, H2 (E= .794 eV CM Energy) --> H, H2

P.S. Krstic, D.R. Schultz
IAEA-APID-8 (1998)
User Units	Authors' Units
Angle in sr (CenterOfMass)	Cross section in cm2	Differential cross sections cm2 vs rd (CenterOfMass)
7.6907E-06	2.2649E-17	7.6907E-06	8.0880E-01
4.0522E-05	1.1933E-16	4.0522E-05	4.2615E+00
9.9587E-05	2.9328E-16	9.9587E-05	1.0473E+01
1.8490E-04	5.4450E-16	1.8490E-04	1.9445E+01
2.9646E-04	8.7301E-16	2.9646E-04	3.1176E+01
4.3426E-04	1.2787E-15	4.3426E-04	4.5664E+01
5.9831E-04	1.7616E-15	5.9831E-04	6.2909E+01
7.8859E-04	2.3215E-15	7.8859E-04	8.2904E+01
1.0051E-03	2.9583E-15	1.0051E-03	1.0564E+02
1.2479E-03	3.6717E-15	1.2479E-03	1.3112E+02
1.5169E-03	4.4613E-15	1.5169E-03	1.5932E+02
1.8121E-03	5.3266E-15	1.8121E-03	1.9022E+02
2.1335E-03	6.2671E-15	2.1335E-03	2.2380E+02
2.4811E-03	7.2817E-15	2.4811E-03	2.6004E+02
2.8550E-03	8.3696E-15	2.8550E-03	2.9888E+02
3.2551E-03	9.5294E-15	3.2551E-03	3.4030E+02
3.6813E-03	1.0760E-14	3.6813E-03	3.8423E+02
4.1337E-03	1.2058E-14	4.1337E-03	4.3060E+02
4.6124E-03	1.3423E-14	4.6124E-03	4.7933E+02
5.1171E-03	1.4851E-14	5.1171E-03	5.3034E+02
5.6481E-03	1.6340E-14	5.6481E-03	5.8350E+02
6.2052E-03	1.7885E-14	6.2052E-03	6.3869E+02
6.7885E-03	1.9483E-14	6.7885E-03	6.9576E+02
7.3979E-03	2.1130E-14	7.3979E-03	7.5456E+02
8.0334E-03	2.2819E-14	8.0334E-03	8.1489E+02
8.6950E-03	2.4546E-14	8.6950E-03	8.7654E+02
9.3828E-03	2.6303E-14	9.3828E-03	9.3929E+02
1.0097E-02	2.8084E-14	1.0097E-02	1.0029E+03
1.0837E-02	2.9880E-14	1.0837E-02	1.0670E+03
1.1602E-02	3.1684E-14	1.1602E-02	1.1315E+03
1.2395E-02	3.3486E-14	1.2395E-02	1.1958E+03
1.3213E-02	3.5275E-14	1.3213E-02	1.2597E+03
1.4057E-02	3.7043E-14	1.4057E-02	1.3228E+03
1.4927E-02	3.8777E-14	1.4927E-02	1.3848E+03
1.5823E-02	4.0466E-14	1.5823E-02	1.4451E+03
1.6745E-02	4.2098E-14	1.6745E-02	1.5033E+03
1.7693E-02	4.3659E-14	1.7693E-02	1.5591E+03
1.8667E-02	4.5136E-14	1.8667E-02	1.6118E+03
1.9667E-02	4.6517E-14	1.9667E-02	1.6612E+03
2.0693E-02	4.7789E-14	2.0693E-02	1.7066E+03
2.1745E-02	4.8936E-14	2.1745E-02	1.7475E+03
2.2823E-02	4.9947E-14	2.2823E-02	1.7836E+03
2.3926E-02	5.0808E-14	2.3926E-02	1.8144E+03
2.5056E-02	5.1506E-14	2.5056E-02	1.8393E+03
2.6211E-02	5.2031E-14	2.6211E-02	1.8580E+03
2.7392E-02	5.2371E-14	2.7392E-02	1.8702E+03
2.8599E-02	5.2517E-14	2.8599E-02	1.8754E+03
2.9831E-02	5.2460E-14	2.9831E-02	1.8734E+03
3.1090E-02	5.2195E-14	3.1090E-02	1.8639E+03
3.2374E-02	5.1716E-14	3.2374E-02	1.8468E+03
3.3684E-02	5.1021E-14	3.3684E-02	1.8220E+03
3.5019E-02	5.0110E-14	3.5019E-02	1.7895E+03
3.6380E-02	4.8985E-14	3.6380E-02	1.7493E+03
3.7767E-02	4.7650E-14	3.7767E-02	1.7016E+03
3.9180E-02	4.6115E-14	3.9180E-02	1.6468E+03
4.0618E-02	4.4388E-14	4.0618E-02	1.5851E+03
4.2081E-02	4.2485E-14	4.2081E-02	1.5172E+03
4.3570E-02	4.0420E-14	4.3570E-02	1.4434E+03
4.5085E-02	3.8214E-14	4.5085E-02	1.3647E+03
4.6625E-02	3.5889E-14	4.6625E-02	1.2816E+03
4.8191E-02	3.3469E-14	4.8191E-02	1.1952E+03
4.9782E-02	3.0982E-14	4.9782E-02	1.1064E+03
5.1398E-02	2.8455E-14	5.1398E-02	1.0161E+03
5.3040E-02	2.5918E-14	5.3040E-02	9.2556E+02
5.4708E-02	2.3404E-14	5.4708E-02	8.3578E+02
5.6400E-02	2.0943E-14	5.6400E-02	7.4789E+02
5.8118E-02	1.8566E-14	5.8118E-02	6.6300E+02
5.9861E-02	1.6302E-14	5.9861E-02	5.8216E+02
6.1630E-02	1.4180E-14	6.1630E-02	5.0639E+02
6.3423E-02	1.2225E-14	6.3423E-02	4.3657E+02
6.5242E-02	1.0459E-14	6.5242E-02	3.7350E+02
6.7086E-02	8.8993E-15	6.7086E-02	3.1780E+02
6.8955E-02	7.5593E-15	6.8955E-02	2.6995E+02
7.0849E-02	6.4469E-15	7.0849E-02	2.3022E+02
7.2769E-02	5.5644E-15	7.2769E-02	1.9871E+02
7.4713E-02	4.9083E-15	7.4713E-02	1.7528E+02
7.6682E-02	4.4693E-15	7.6682E-02	1.5960E+02
7.8677E-02	4.2325E-15	7.8677E-02	1.5115E+02
8.0696E-02	4.1779E-15	8.0696E-02	1.4919E+02
8.2740E-02	4.2807E-15	8.2740E-02	1.5287E+02
8.4809E-02	4.5129E-15	8.4809E-02	1.6116E+02
8.6903E-02	4.8435E-15	8.6903E-02	1.7297E+02
8.9021E-02	5.2404E-15	8.9021E-02	1.8714E+02
9.1165E-02	5.6714E-15	9.1165E-02	2.0253E+02
9.3333E-02	6.1053E-15	9.3333E-02	2.1802E+02
9.5526E-02	6.5137E-15	9.5526E-02	2.3261E+02
9.7743E-02	6.8718E-15	9.7743E-02	2.4540E+02
9.9985E-02	7.1597E-15	9.9985E-02	2.5568E+02
1.0225E-01	7.3627E-15	1.0225E-01	2.6293E+02
1.0454E-01	7.4723E-15	1.0454E-01	2.6684E+02
1.0686E-01	7.4860E-15	1.0686E-01	2.6733E+02
1.0920E-01	7.4070E-15	1.0920E-01	2.6451E+02
1.1156E-01	7.2440E-15	1.1156E-01	2.5869E+02
1.1395E-01	7.0102E-15	1.1395E-01	2.5034E+02
1.1637E-01	6.7222E-15	1.1637E-01	2.4005E+02
1.1880E-01	6.3986E-15	1.1880E-01	2.2850E+02
1.2127E-01	6.0589E-15	1.2127E-01	2.1637E+02
1.2375E-01	5.7220E-15	1.2375E-01	2.0434E+02
1.2626E-01	5.4051E-15	1.2626E-01	1.9302E+02
1.2880E-01	5.1226E-15	1.2880E-01	1.8293E+02
1.3135E-01	4.8853E-15	1.3135E-01	1.7446E+02
1.3394E-01	4.6996E-15	1.3394E-01	1.6782E+02
1.3654E-01	4.5680E-15	1.3654E-01	1.6312E+02
1.3917E-01	4.4886E-15	1.3917E-01	1.6029E+02
1.4183E-01	4.4560E-15	1.4183E-01	1.5913E+02
1.4451E-01	4.4619E-15	1.4451E-01	1.5934E+02
1.4721E-01	4.4957E-15	1.4721E-01	1.6054E+02
1.4994E-01	4.5458E-15	1.4994E-01	1.6233E+02
1.5269E-01	4.6006E-15	1.5269E-01	1.6429E+02
1.5546E-01	4.6494E-15	1.5546E-01	1.6603E+02
1.5826E-01	4.6832E-15	1.5826E-01	1.6724E+02
1.6108E-01	4.6952E-15	1.6108E-01	1.6767E+02
1.6392E-01	4.6815E-15	1.6392E-01	1.6718E+02
1.6679E-01	4.6411E-15	1.6679E-01	1.6574E+02
1.6968E-01	4.5757E-15	1.6968E-01	1.6340E+02
1.7259E-01	4.4893E-15	1.7259E-01	1.6032E+02
